"","x_1","x_2","x_3","y"
"1",7.16847470030189,65.0845642201602,47.9701315751299,29.4631896679562
"2",42.845886060968,74.9166367342696,59.7948214039207,48.5718412151937
"3",97.0261417096481,72.4259635899216,14.4901490304619,50.0815879440164
"4",7.30924981180578,88.0544803105295,23.0745962820947,28.0579298901935
"5",6.34430516511202,50.3664497751743,63.1987434113398,27.844231038898
"6",63.5861225659028,37.9046337679029,83.1869956338778,51.0035110173696
"7",79.4239288195968,61.2701001344249,36.7126914206892,48.6242893177951
"8",96.9981961883605,31.0622117016464,86.3526397384703,49.7518859428012
"9",8.56379866600037,74.594477773644,20.5315704457462,30.9011029220161
"10",57.508319360204,26.6292916843668,68.6737430049106,49.5603604444566
"11",51.5642731916159,75.3865465754643,23.6554784700274,51.2639710555401
"12",43.7510874820873,46.6624330030754,45.1852118829265,50.6166169738695
"13",9.35005552601069,65.1284065563232,31.9912512786686,30.0638034739995
"14",50.8448301348835,68.6304322909564,96.7292389366776,49.4821631187575
"15",34.1571865836158,48.7291137222201,16.9243205105886,48.9601520318849
"16",12.7276592422277,60.813359124586,16.0384222632274,30.1499581184762
"17",91.2391769699752,69.0984532702714,64.1266037710011,48.4642607200232
"18",84.9235844099894,68.9008768647909,20.6725914031267,48.551204808781
"19",69.9215619359165,91.3360594538972,25.0841258792207,70.8189344053175
"20",84.7623062087223,52.433344302699,1.69079010374844,49.6792735261225
"21",64.5422528265044,83.8037036824971,24.1823649499565,71.3192292564249
"22",97.2372036194429,66.5086674271151,65.4024466872215,49.5824823649703
"23",98.680889303796,24.0385405253619,41.3086181739345,50.262299069802
"24",54.6692883362994,22.1016203518957,46.3654211955145,50.3132047899395
"25",57.2450855746865,43.1914276909083,53.4215563908219,50.913283778053
"26",94.9380456237122,85.0904933642596,14.8073925171047,70.4569589602044
"27",34.8888402571902,25.5068051395938,74.3888953235,49.9843903913537
"28",95.2438215725124,63.722513965331,31.8149688653648,50.1024220267419
"29",13.0862004589289,22.2556882770732,63.8740869937465,31.7505602564444
"30",43.3066822821274,41.8122922535986,12.1280251536518,50.9155636970563
"31",46.7912594089285,28.1988675007597,29.8626933712512,51.1868061959878
"32",87.7746610436589,76.8551214365289,98.4740463318303,48.7149487411235
"33",32.8518932918087,35.9635842265561,2.82469650264829,50.7868624121281
"34",22.7519663283601,86.4850133890286,56.8895091302693,29.5642474529512
"35",35.8123848214746,46.957655926235,20.6878599943593,50.7662556568591
"36",6.7787524079904,60.4944226564839,77.3441159166396,30.5885074397541
"37",30.7413945440203,14.3999930005521,14.8605833295733,50.2819147686568
"38",48.2572501990944,2.9216525843367,1.62956898566335,50.0592134404366
"39",41.2126158596948,33.7445699842647,95.1668084133416,50.9316187734734
"40",21.5371856233105,9.65578584000468,48.8313299836591,29.9374629913333
"41",50.9538602782413,63.425014493987,48.3112469315529,50.1005910558513
"42",99.5684846770018,22.7396817412227,84.9350023316219,49.4253726047846
"43",15.7019573030993,52.6214108569548,44.5194322615862,29.833539157133
"44",88.6103823548183,57.7245683874935,99.3118834216148,50.158879843152
"45",10.5160998413339,37.2205931926146,1.94261132273823,10.2920375022453
"46",23.2658486813307,95.1419949065894,28.6832305602729,31.3720385200397
"47",58.311941800639,89.6298914216459,11.0165108926594,70.6916269207848
