"x1","x2","x3","y"
0.82737907092087,0.15703229024075,0.408927785698324,9.08060234576979
0.171410751296207,0.124957391060889,0.74273726856336,5.11467921793103
0.8339113087859,0.776756805600598,0.481130400672555,5.99247885216718
0.248554616235197,0.0197981258388609,0.162790772505105,0.638243589494668
0.423340138746426,0.837473334046081,0.976763034937903,1.07339432131776
0.77903329115361,0.226076162187383,0.43850358761847,6.1017849231709
0.834729452151805,0.029915138380602,0.732577088521793,10.1297867012227
0.609361423412338,0.378730457974598,0.303116536233574,6.49112853091736
0.331906136823818,0.901342828758061,0.981930028414354,1.15528463691273
0.695047038374469,0.938436103053391,0.933281918754801,6.66492105122698
0.261286100838333,0.249246692052111,0.139480283251032,0.364921638254687
0.658083790680394,0.349606334697455,0.49420762527734,4.61770876461534
0.516063913470134,0.534086185041815,0.410249501699582,3.53656079396528
0.25657396693714,0.259583623148501,0.416222312022001,3.9441922577564
0.940879286965355,0.501873085042462,0.434571543708444,8.64977339922871
0.798433884978294,0.726588030112907,0.728064430179074,7.80561112236
0.590328682912514,0.0809989164117724,0.615101163042709,6.62595238184241
0.237638361519203,0.75141565548256,0.811799481976777,-0.561137357265408
0.145186750683933,0.951882214751095,0.790121186990291,-0.328165494943691
0.768837376032025,0.851211913395673,0.900794475805014,8.61527122721191
0.160096589708701,0.592707680771127,0.285235833609477,-1.27522387140003
0.430450783111155,0.334911953657866,0.436797527363524,2.95376513853317
0.200214720563963,0.145378364715725,0.455033379606903,3.09144790565299
0.331513043958694,0.926562805427238,0.0302804568782449,-0.939992365921086
0.0672940022777766,0.350953321438283,0.33219936513342,-1.99754066396339
0.92373645096086,0.504964902298525,0.75236815912649,12.1789914054307
0.921146948356181,0.408970421878621,0.0754301704000682,7.59535905849651
0.52160519734025,0.135555061744526,0.871113456552848,3.21906498007207
0.925477599492297,0.970897403778508,0.189913688227534,5.24548448041371
0.188496391521767,0.892541034147143,0.19536863733083,-1.51651303472425
0.735908717848361,0.909562392858788,0.384801983600482,5.50858148810876
0.852838419377804,0.805090261390433,0.701185966143385,7.29215310216914
0.184386291541159,0.551687645958737,0.895239636301994,1.22077111012436
0.0486688159871846,0.138632955728099,0.827641942538321,3.92405534861263
0.0862347891088575,0.67901301337406,0.0800806779880077,-1.95791749327309
0.239459101576358,0.46197791188024,0.161649395944551,0.699306163563229
0.0572740328498185,0.632949096849188,0.997148466762155,-1.29127006965659
0.158220952609554,0.51169847860001,0.725158567074686,0.102494210792755
0.399924424244091,0.540032957913354,0.701972725102678,-0.161437499267024
0.306815369753167,0.465843363665044,0.742167956195772,2.01066473922597
0.520038128597662,0.46077686897479,0.749199072364718,3.52893805635344
0.279979590559378,0.571588382590562,0.235397901851684,1.64067561171956
0.514513931004331,0.364142818143591,0.712034650845453,5.2028738294075
0.110288094030693,0.208299064775929,0.727616982068866,2.56673269766289
0.688352789962664,0.906601460417733,0.322993791196495,3.59840540613929
0.237095159012824,0.292432444635779,0.395730044227093,0.731708878071025
0.22389530390501,0.724625950446352,0.462200694717467,1.33533847898437
0.717080458533019,0.243702735751867,0.513968168059364,6.88568973007686
0.432935658609495,0.500481978058815,0.94919844227843,4.71799076460093
0.925959972199053,0.0112129868939519,0.581670494517311,10.169267511358
0.226095360936597,0.78961135703139,0.140650892397389,-0.998012436924435
0.130649405997247,0.930739471223205,0.623993039131165,-1.40359970206297
0.342347849393263,0.223250539507717,0.00424562790431082,2.55806143513026
0.615710232406855,0.58011639630422,0.769394060829654,5.64465046148968
0.534016602672637,0.779538314556703,0.663801501505077,3.23651193027443
0.388284821994603,0.665366096887738,0.85748651670292,3.17725153290625
0.87889517750591,0.912496534409001,0.0123785468749702,4.05608254477864
0.676008180249482,0.107518153032288,0.956541943131015,6.80612124951422
0.638198491185904,0.563321450492367,0.110766584053636,3.37431779479949
0.501119088148698,0.418918412411585,0.945952829904854,4.98125440377544
0.821297249058262,0.87711341958493,0.413340447004884,5.42969185170336
0.7618617862463,0.322946439264342,0.200661196373403,6.89171787015341
0.631322964094579,0.0364480786956847,0.352742186514661,6.31098113050047
0.278579801088199,0.481139591895044,0.606537854066119,1.82293979117906
0.822391480440274,0.866807932499796,0.742103402968496,9.17192031378002
0.740401245653629,0.956131240120158,0.303056961856782,4.64788505223464
0.587182433577254,0.867439642781392,0.465343438554555,3.62389267764558
